TestNo,TestName
1,com.fasterxml.jackson.core.io.TestCharTypes
2,com.fasterxml.jackson.core.util.TestCharTypes
3,com.fasterxml.jackson.core.TestExceptions
4,com.fasterxml.jackson.core.io.TestIOContext
5,com.fasterxml.jackson.core.io.TestMergedStream
6,com.fasterxml.jackson.core.io.TestUTF8Writer
7,com.fasterxml.jackson.core.base64.TestBase64Codec
8,com.fasterxml.jackson.core.util.TestSerializedString
9,com.fasterxml.jackson.core.util.TestVersionUtil
10,com.fasterxml.jackson.core.json.GeneratorFailTest
11,com.fasterxml.jackson.core.TestJsonPointer
12,com.fasterxml.jackson.core.json.TestParserSymbols
13,com.fasterxml.jackson.core.util.TestTextBuffer
14,com.fasterxml.jackson.core.json.TestUnicode
15,com.fasterxml.jackson.core.sym.TestByteBasedSymbols
16,com.fasterxml.jackson.core.TestVersions
17,com.fasterxml.jackson.core.json.TestCustomEscaping
18,com.fasterxml.jackson.core.main.TestParserLinefeeds
19,com.fasterxml.jackson.core.sym.TestHashCollisionChars
20,com.fasterxml.jackson.core.format.TestJsonFormatDetection
21,com.fasterxml.jackson.core.io.TestJDKSerializable
22,com.fasterxml.jackson.core.json.TestValueConversions
23,com.fasterxml.jackson.core.main.TestParserFeatures
24,com.fasterxml.jackson.core.json.TestDecorators
25,com.fasterxml.jackson.core.json.TestGeneratorWithSerializedString
26,com.fasterxml.jackson.core.main.TestParserClosing
27,com.fasterxml.jackson.core.util.TestDefaultPrettyPrinter
28,com.fasterxml.jackson.core.json.TestLocation
29,com.fasterxml.jackson.core.json.TestParserOverrides
30,com.fasterxml.jackson.core.main.TestScopeMatching
31,com.fasterxml.jackson.core.json.TestParserDupHandling
32,com.fasterxml.jackson.core.main.TestArrayParsing
33,com.fasterxml.jackson.core.json.TestUtf8Parser
34,com.fasterxml.jackson.core.sym.TestJsonParserSymbols
35,com.fasterxml.jackson.core.json.TestParserErrorHandling
36,com.fasterxml.jackson.core.json.TestRootValues
37,com.fasterxml.jackson.core.base64.TestBase64Generation
38,com.fasterxml.jackson.core.json.TestCharEscaping
39,com.fasterxml.jackson.core.json.TestGeneratorDupHandling
40,com.fasterxml.jackson.core.util.TestDelegates
41,com.fasterxml.jackson.core.base64.TestJsonParserBinary
42,com.fasterxml.jackson.core.main.TestGeneratorArray
43,com.fasterxml.jackson.core.main.TestGeneratorObject
44,com.fasterxml.jackson.core.json.TestJsonFactory
45,com.fasterxml.jackson.core.main.TestPrettyPrinter
46,com.fasterxml.jackson.core.json.TestComments
47,com.fasterxml.jackson.core.json.TestJsonGenerator
48,com.fasterxml.jackson.core.json.TestParserNonStandard
49,com.fasterxml.jackson.core.json.TestUtf8Generator
50,com.fasterxml.jackson.core.main.TestGeneratorCopy
51,com.fasterxml.jackson.core.main.TestGeneratorClosing
52,com.fasterxml.jackson.core.main.TestParserWithObjects
53,com.fasterxml.jackson.core.json.TestJsonGeneratorFeatures
54,com.fasterxml.jackson.core.json.TestNumericValues
55,com.fasterxml.jackson.core.io.TestJsonStringEncoder
56,com.fasterxml.jackson.core.sym.TestSymbolTables
57,com.fasterxml.jackson.core.json.TestJsonParser
58,com.fasterxml.jackson.core.json.TestWithTonsaSymbols
59,com.fasterxml.jackson.core.TestJDKSerializability
60,com.fasterxml.jackson.core.base64.TestBase64Parsing
61,com.fasterxml.jackson.core.util.TestNumberPrinting
62,com.fasterxml.jackson.core.main.TestNumberParsing
63,com.fasterxml.jackson.core.main.TestRawStringWriting
64,com.fasterxml.jackson.core.json.TestNextXxx
65,com.fasterxml.jackson.core.main.TestGeneratorMisc
66,com.fasterxml.jackson.core.main.TestStringGeneration
